employee_id,fullname,nip,years_of_service_months,company_name,area_name,position_name,department_name,division_name,directorate_name,grade_name,education_name,major_name,is_high
EMP101505,Vania Jatmiko Kusuma,967464,21,PT Aurora Beauty Indonesia,HQ,Brand Executive,Marketing,Product Dev,Commercial,III,SMA,Statistics,0.0
EMP101506,Putri Dharma Rahmawati,573393,77,PT VASKA Wellness,HQ,Finance Officer,Finance,Sales,Technology,IV,S2,Psychology,0.0
EMP101507,Hadi Herlambang,540413,72,PT Lumo Cosmetics Asia,Store,HRBP,Marketing,Sales,Technology,IV,S1,Engineering,0.0
EMP101508,Iman Zulfikar,940310,78,PT Lumo Cosmetics Asia,Plant,Sales Supervisor,R&D,Product Dev,HR & Corp Affairs,IV,D3,Psychology,1.0
EMP101509,Satya Tri Kusuma,578955,6,PT Lumo Cosmetics Asia,HQ,Supply Planner,Operations,Sales,Technology,III,S2,Engineering,
EMP101510,Fitri Rachman Gunawan,234893,32,PT Aurora Beauty Indonesia,Distribution,Supply Planner,IT,Sales,HR & Corp Affairs,V,D3,Economics,
EMP101511,Indra Rachman Siregar,540317,65,PT Lumo Cosmetics Asia,Plant,Supply Planner,Marketing,Sales,Commercial,V,S1,Economics,0.0
EMP101512,Vania Permadi,932598,24,PT Lumo Cosmetics Asia,Distribution,Sales Supervisor,Finance,Sales,Technology,IV,S1,Design,0.0
EMP101513,Ayu Gunawan,622286,27,PT VASKA Wellness,Distribution,Finance Officer,Marketing,Product Dev,Commercial,IV,D3,Statistics,0.0
EMP101514,Julia Pramudita Situmorang,516900,65,PT Mandala Distribution Center,Distribution,Sales Supervisor,R&D,Product Dev,HR & Corp Affairs,III,SMA,Psychology,0.0
EMP101515,Intan Indrawan,496299,59,PT Mandala Distribution Center,Plant,Sales Supervisor,IT,Operations,Technology,III,S2,Economics,0.0
EMP101516,Galih Pradana,846272,78,PT VASKA Wellness,Plant,Supply Planner,R&D,Product Dev,HR & Corp Affairs,III,D3,Psychology,0.0
EMP101517,Galih Saputra Nugroho,543863,20,PT VASKA Wellness,Plant,Data Analyst,Marketing,Operations,Technology,IV,S2,Engineering,0.0
EMP101518,Ayunda Mahendra,617477,25,PT Lumo Cosmetics Asia,Distribution,Data Analyst,HR,Talent Management,Technology,III,S1,Business,0.0
EMP101519,Rendra Baskara Pamungkas,420053,30,PT VASKA Wellness,HQ,Sales Supervisor,IT,Digital Marketing,HR & Corp Affairs,IV,D3,Business,0.0
EMP101520,Dimas Tamba,228900,75,PT Aurora Beauty Indonesia,HQ,Finance Officer,HR,Product Dev,HR & Corp Affairs,III,D3,Business,0.0
EMP101521,Utami Utami,434338,92,PT Aurora Beauty Indonesia,Store,Sales Supervisor,IT,Product Dev,HR & Corp Affairs,V,SMA,Statistics,0.0
EMP101522,Lestari Permadi,601587,19,PT Lumo Cosmetics Asia,Store,Sales Supervisor,Operations,Product Dev,HR & Corp Affairs,V,S1,Statistics,0.0
EMP101523,Maya Halim,298254,17,PT Aurora Beauty Indonesia,HQ,HRBP,Finance,Operations,Commercial,III,S2,Design,0.0
EMP101524,Putri Jatmiko Salsabila,866782,35,PT Lumo Cosmetics Asia,Distribution,Supply Planner,Marketing,Operations,HR & Corp Affairs,III,S1,Economics,
EMP101525,Rani Aji Indrawan,695961,74,PT Lumo Cosmetics Asia,Plant,Finance Officer,Operations,Digital Marketing,HR & Corp Affairs,IV,SMA,Engineering,1.0
EMP101526,Ayu Maulida,786635,43,PT Aurora Beauty Indonesia,Distribution,Supply Planner,Marketing,Operations,HR & Corp Affairs,IV,S1,Statistics,0.0
EMP101527,Eko Nugroho,315676,20,PT VASKA Wellness,Plant,HRBP,R&D,Sales,Technology,V,S2,Engineering,0.0
EMP101528,Wahyu Nabila Anggara,345469,96,PT VASKA Wellness,Distribution,Sales Supervisor,R&D,Operations,Commercial,III,D3,Statistics,0.0
EMP101529,Dian Qolbi Santoso,499052,27,PT Lumo Cosmetics Asia,Distribution,Finance Officer,HR,Operations,Commercial,V,SMA,Statistics,0.0
EMP101530,Bella Ananda,818397,37,PT VASKA Wellness,Store,Brand Executive,HR,Product Dev,HR & Corp Affairs,IV,D3,Statistics,0.0
EMP101531,Cahyo Firmansyah,103251,55,PT Aurora Beauty Indonesia,HQ,Data Analyst,IT,Digital Marketing,HR & Corp Affairs,III,S2,Engineering,0.0
EMP101532,Nurlita Lestari,832155,17,PT Mandala Distribution Center,Plant,Data Analyst,HR,Product Dev,HR & Corp Affairs,V,S1,Engineering,0.0
EMP101533,Fajar Hasibuan,607546,25,PT Lumo Cosmetics Asia,HQ,Brand Executive,Operations,Sales,Commercial,IV,D3,Economics,0.0
EMP101534,Nadia Kusuma Zulfikar,522473,76,PT Mandala Distribution Center,Distribution,Sales Supervisor,HR,Operations,Technology,V,S1,Psychology,0.0
EMP101535,Dimas Halim,633566,47,PT VASKA Wellness,Distribution,Data Analyst,Operations,Sales,HR & Corp Affairs,IV,D3,Economics,0.0
EMP101536,Indra Syahputra,690197,25,PT VASKA Wellness,Store,Sales Supervisor,Operations,Talent Management,Technology,III,S1,Economics,1.0
EMP101537,Kartika Candra Firmansyah,826768,37,PT Lumo Cosmetics Asia,Store,Finance Officer,Marketing,Sales,Technology,III,S1,Economics,0.0
EMP101538,Satya Sinaga,862919,12,PT Aurora Beauty Indonesia,Distribution,Sales Supervisor,Finance,Digital Marketing,Technology,V,SMA,Economics,0.0
EMP101539,Intan Wijaya Ridwan,819504,87,PT VASKA Wellness,Plant,Sales Supervisor,IT,Sales,Technology,IV,D3,Business,0.0
EMP101540,Oktavia Herlambang,423047,82,PT Mandala Distribution Center,Plant,Finance Officer,Finance,Product Dev,Commercial,III,S1,Business,0.0
EMP101541,Ayunda Adi Kurniawan,125598,47,PT Mandala Distribution Center,HQ,Supply Planner,R&D,Product Dev,Technology,III,D3,Psychology,0.0
EMP101542,Rama Firmansyah,324502,54,PT Mandala Distribution Center,Store,Supply Planner,IT,Product Dev,HR & Corp Affairs,V,D3,Statistics,0.0
EMP101543,Iman Rahmawati,461752,91,PT Mandala Distribution Center,HQ,Data Analyst,HR,Digital Marketing,Technology,V,SMA,Design,0.0
EMP101544,Dewi Wibowo,651639,78,PT Aurora Beauty Indonesia,HQ,Data Analyst,Operations,Digital Marketing,HR & Corp Affairs,IV,SMA,Engineering,0.0
EMP101545,Fajar Santoso,646909,52,PT Lumo Cosmetics Asia,Distribution,Data Analyst,Operations,Digital Marketing,HR & Corp Affairs,III,S2,Psychology,0.0
EMP101546,Zahra Candra Salsabila,726563,26,PT Aurora Beauty Indonesia,HQ,Finance Officer,Operations,Sales,Technology,IV,S2,Design,0.0
EMP101547,Iman Maulana,736928,12,PT Mandala Distribution Center,Distribution,Sales Supervisor,Operations,Product Dev,Commercial,IV,S2,Business,1.0
EMP101548,Fitri Saputra Tamba,768828,43,PT Lumo Cosmetics Asia,Store,HRBP,IT,Operations,Commercial,V,SMA,Design,
EMP101549,Cahyo Zulfikar Utami,538733,13,PT Mandala Distribution Center,HQ,Brand Executive,Finance,Operations,Commercial,IV,S1,Engineering,0.0
EMP101550,Ayunda Firmansyah,187663,59,PT Mandala Distribution Center,HQ,Finance Officer,Operations,Talent Management,HR & Corp Affairs,V,D3,Engineering,1.0
EMP101551,Hana Saputra Pamungkas,618057,39,PT VASKA Wellness,Distribution,Sales Supervisor,R&D,Operations,Technology,III,SMA,Economics,1.0
EMP101552,Evi Dharma Pamungkas,231002,61,PT Lumo Cosmetics Asia,Store,Sales Supervisor,IT,Digital Marketing,HR & Corp Affairs,III,S2,Business,0.0
EMP101553,Oktavia Rohman,716628,42,PT Mandala Distribution Center,Store,HRBP,Marketing,Talent Management,Technology,IV,D3,Psychology,0.0
EMP101554,Adit Jatmiko Setiawan,500535,61,PT VASKA Wellness,HQ,HRBP,Operations,Talent Management,Technology,V,D3,Economics,0.0
EMP101555,Bayu Nabila Lestari,127466,32,PT VASKA Wellness,Distribution,Data Analyst,IT,Operations,Technology,IV,D3,Engineering,0.0
EMP101556,Satya Pramudita Rahmawati,665264,64,PT VASKA Wellness,HQ,Supply Planner,Finance,Product Dev,Technology,V,SMA,Economics,0.0
EMP101557,Rendra Zulfikar Wijaya,712253,7,PT Mandala Distribution Center,HQ,HRBP,IT,Operations,Commercial,V,SMA,Psychology,0.0
EMP101558,Novi Halim Ramadhan,911728,87,PT VASKA Wellness,Distribution,Supply Planner,Finance,Talent Management,HR & Corp Affairs,IV,SMA,Design,
EMP101559,Hana Lestari Wijaya,776080,55,PT VASKA Wellness,Store,Data Analyst,HR,Operations,Commercial,III,SMA,Psychology,1.0
EMP101560,Gita Maulida,893582,84,PT Aurora Beauty Indonesia,Distribution,Data Analyst,R&D,Sales,Technology,IV,S1,Economics,0.0
EMP101561,Mahendra Qolbi Pamungkas,942426,82,PT Mandala Distribution Center,Plant,Sales Supervisor,IT,Product Dev,Technology,III,S1,Economics,
EMP101562,Cahyo Lukman,478050,80,PT Mandala Distribution Center,Plant,Finance Officer,IT,Sales,HR & Corp Affairs,V,S1,Engineering,0.0
EMP101563,Nugroho Yudhistira Nugroho,993560,90,PT VASKA Wellness,Plant,Supply Planner,Marketing,Product Dev,HR & Corp Affairs,III,SMA,Design,
EMP101564,Prasetyo Pramudita Purnama,752326,37,PT Aurora Beauty Indonesia,Distribution,Supply Planner,Finance,Digital Marketing,Technology,V,D3,Economics,0.0
EMP101565,Oka Subekti,831764,82,PT VASKA Wellness,HQ,Supply Planner,Marketing,Digital Marketing,Commercial,III,D3,Engineering,0.0
EMP101566,Iman Purnama,155181,39,PT Mandala Distribution Center,Store,Data Analyst,HR,Product Dev,HR & Corp Affairs,V,D3,Economics,0.0
EMP101567,Putri Santoso,176518,62,PT Aurora Beauty Indonesia,Distribution,Brand Executive,R&D,Operations,HR & Corp Affairs,III,S1,Psychology,0.0
EMP101568,Anisa Setiawan,476705,35,PT Aurora Beauty Indonesia,Store,Data Analyst,Finance,Product Dev,HR & Corp Affairs,V,D3,Economics,0.0
EMP101569,Cahyo Pramudita Nugroho,856132,16,PT VASKA Wellness,Distribution,HRBP,HR,Operations,Technology,IV,S2,Design,0.0
EMP101570,Putri Zulfikar Lukman,685119,52,PT Aurora Beauty Indonesia,Plant,Sales Supervisor,R&D,Sales,Commercial,V,S2,Engineering,1.0
EMP101571,Nurlita Pratomo,930303,56,PT Lumo Cosmetics Asia,Store,Finance Officer,Operations,Talent Management,Commercial,III,S2,Engineering,
EMP101572,Kartika Mahardika Sinaga,108992,49,PT Mandala Distribution Center,HQ,Sales Supervisor,Operations,Product Dev,Commercial,IV,S2,Statistics,0.0
EMP101573,Citra Aji Sinaga,568044,69,PT Aurora Beauty Indonesia,Store,Data Analyst,IT,Product Dev,HR & Corp Affairs,IV,S1,Economics,1.0
EMP101574,Nurlita Zulfikar Zulfikar,420764,90,PT Aurora Beauty Indonesia,HQ,Data Analyst,HR,Product Dev,HR & Corp Affairs,V,S1,Engineering,0.0
EMP101575,Tania Halim Halim,126357,32,PT Aurora Beauty Indonesia,HQ,Data Analyst,Marketing,Talent Management,HR & Corp Affairs,V,S1,Engineering,0.0
EMP101576,Putri Rachman Ginting,358685,46,PT Lumo Cosmetics Asia,HQ,HRBP,R&D,Product Dev,Technology,IV,S2,Psychology,0.0
EMP101577,Rifqi Ganesha Kusuma,102495,61,PT VASKA Wellness,Plant,Sales Supervisor,Marketing,Sales,Commercial,III,D3,Statistics,0.0
EMP101578,Adit Rahmawati,210878,48,PT VASKA Wellness,Store,Finance Officer,Operations,Talent Management,HR & Corp Affairs,V,D3,Engineering,1.0
EMP101579,Evi Lukman,976486,41,PT Mandala Distribution Center,HQ,Finance Officer,Marketing,Sales,HR & Corp Affairs,III,SMA,Engineering,
EMP101580,Wulan Iqbal Firmansyah,471090,20,PT Mandala Distribution Center,Distribution,Finance Officer,Marketing,Operations,HR & Corp Affairs,V,S2,Economics,0.0
EMP101581,Fitri Handayani,981467,69,PT Mandala Distribution Center,Store,Brand Executive,Operations,Digital Marketing,Commercial,IV,SMA,Business,0.0
EMP101582,Kartika Nabila Wibowo,689473,65,PT Aurora Beauty Indonesia,Store,Sales Supervisor,IT,Digital Marketing,Technology,V,D3,Economics,
EMP101583,Rani Salsabila,364254,20,PT Mandala Distribution Center,Distribution,Sales Supervisor,R&D,Product Dev,Commercial,IV,SMA,Psychology,0.0
EMP101584,Dimas Saputra,243207,42,PT Aurora Beauty Indonesia,Plant,Data Analyst,IT,Talent Management,Commercial,III,D3,Statistics,
EMP101585,Yoga Hasibuan,751181,55,PT Mandala Distribution Center,Store,Data Analyst,Finance,Product Dev,Commercial,III,S1,Psychology,0.0
EMP101586,Kurnia Yulianto,837058,24,PT VASKA Wellness,Distribution,HRBP,HR,Product Dev,Technology,V,S2,Engineering,0.0
EMP101587,Rizki Dharma Lukman,907379,88,PT VASKA Wellness,Plant,Finance Officer,HR,Sales,HR & Corp Affairs,IV,S1,Engineering,1.0
EMP101588,Joko Jatmiko Handayani,382945,108,PT Mandala Distribution Center,Plant,Sales Supervisor,Finance,Talent Management,HR & Corp Affairs,III,S1,Design,0.0
EMP101589,Joko Adi Utami,179217,99,PT Mandala Distribution Center,Distribution,Supply Planner,HR,Talent Management,Technology,IV,S2,Statistics,0.0
EMP101590,Citra Nugroho,206900,52,PT Lumo Cosmetics Asia,HQ,Brand Executive,Operations,Talent Management,Technology,III,SMA,Economics,1.0
EMP101591,Andi Situmorang,405627,71,PT Lumo Cosmetics Asia,HQ,Data Analyst,Operations,Digital Marketing,Technology,III,S2,Design,1.0
EMP101592,Luthfi Syahputra,623834,34,PT Mandala Distribution Center,Distribution,Brand Executive,Marketing,Talent Management,HR & Corp Affairs,IV,SMA,Business,
EMP101593,Citra Subekti,453324,45,PT Mandala Distribution Center,Distribution,Brand Executive,R&D,Sales,Technology,V,D3,Economics,0.0
EMP101594,Nugroho Rachman Pratomo,951941,61,PT Mandala Distribution Center,HQ,Supply Planner,Marketing,Product Dev,Technology,IV,D3,Statistics,0.0
EMP101595,Yoga Erlangga Pratomo,291931,41,PT Mandala Distribution Center,Store,HRBP,Finance,Talent Management,HR & Corp Affairs,III,SMA,Business,0.0
EMP101596,Dimas Dharma Subekti,845982,50,PT Aurora Beauty Indonesia,HQ,Finance Officer,HR,Sales,Commercial,V,D3,Business,0.0
EMP101597,Wahyu Hartanto,147978,52,PT Lumo Cosmetics Asia,HQ,Sales Supervisor,IT,Product Dev,Technology,V,SMA,Psychology,0.0
EMP101598,Citra Halim,673295,18,PT Mandala Distribution Center,Distribution,Data Analyst,Marketing,Talent Management,Technology,III,S2,Business,
EMP101599,Fitri Aji Permadi,931175,64,PT VASKA Wellness,Store,Brand Executive,IT,Operations,Technology,V,D3,Business,1.0
EMP101600,Ari Qolbi Simanjuntak,512553,54,PT Lumo Cosmetics Asia,HQ,Supply Planner,HR,Operations,Commercial,V,SMA,Psychology,0.0
EMP101601,Ayunda Pratama,379000,33,PT Aurora Beauty Indonesia,Plant,Data Analyst,HR,Operations,Commercial,V,D3,Business,0.0
EMP101602,Zaki Erlangga Hartanto,228317,43,PT VASKA Wellness,HQ,HRBP,Operations,Sales,Technology,III,SMA,Design,
EMP101603,Andi Jatmiko Hidayat,663627,61,PT Lumo Cosmetics Asia,Distribution,Finance Officer,Operations,Digital Marketing,HR & Corp Affairs,V,S2,Psychology,1.0
EMP101604,Anisa Anugrah Santoso,553651,43,PT Mandala Distribution Center,HQ,Sales Supervisor,IT,Digital Marketing,HR & Corp Affairs,III,D3,Psychology,0.0
EMP101605,Ahmad Nabila Wijaya,284787,57,PT Mandala Distribution Center,Store,Data Analyst,HR,Operations,Technology,V,S1,Design,1.0
EMP101606,Nugroho Siregar,559032,18,PT Aurora Beauty Indonesia,Distribution,Finance Officer,IT,Product Dev,Technology,III,D3,Statistics,0.0
EMP101607,Rama Indrawan,179895,74,PT Mandala Distribution Center,Distribution,Data Analyst,Finance,Digital Marketing,HR & Corp Affairs,III,S1,Business,0.0
EMP101608,Budi Iqbal Pamungkas,595681,75,PT Mandala Distribution Center,Plant,Finance Officer,IT,Operations,HR & Corp Affairs,III,SMA,Business,0.0
EMP101609,Zahra Erlangga Siregar,819679,68,PT Mandala Distribution Center,Plant,Data Analyst,IT,Operations,Technology,III,S2,Engineering,0.0
EMP101610,Kartika Hasibuan,309633,20,PT VASKA Wellness,Distribution,Supply Planner,Finance,Product Dev,Commercial,V,S1,Economics,0.0
EMP101611,Arif Setiawan,518102,96,PT Mandala Distribution Center,Plant,Data Analyst,IT,Operations,HR & Corp Affairs,V,S1,Economics,
EMP101612,Tania Situmorang,156065,37,PT VASKA Wellness,Plant,Supply Planner,HR,Operations,Commercial,V,SMA,Economics,0.0
EMP101613,Mahendra Saputra,606176,68,PT VASKA Wellness,Plant,HRBP,Finance,Product Dev,Technology,III,S1,Economics,1.0
EMP101614,Rendra Rohman,655316,57,PT Mandala Distribution Center,Store,Data Analyst,Marketing,Product Dev,HR & Corp Affairs,V,S2,Engineering,0.0
EMP101615,Gita Pamungkas,258542,23,PT Lumo Cosmetics Asia,Distribution,Finance Officer,Operations,Talent Management,HR & Corp Affairs,III,SMA,Psychology,0.0
EMP101616,Zaki Lestari,998572,97,PT Aurora Beauty Indonesia,Plant,Brand Executive,IT,Sales,Commercial,III,S2,Economics,0.0
EMP101617,Satya Dharma Sinaga,422198,43,PT VASKA Wellness,HQ,HRBP,Marketing,Talent Management,Commercial,III,D3,Business,0.0
EMP101618,Julia Wijaya Santoso,312246,88,PT Lumo Cosmetics Asia,Store,Sales Supervisor,Operations,Talent Management,Commercial,III,S1,Psychology,0.0
EMP101619,Fitri Jatmiko Siregar,258276,4,PT Mandala Distribution Center,HQ,Sales Supervisor,IT,Sales,Technology,III,SMA,Psychology,0.0
EMP101620,Galih Salsabila,308297,61,PT Aurora Beauty Indonesia,Plant,Brand Executive,HR,Operations,HR & Corp Affairs,III,D3,Business,0.0
EMP101621,Citra Lukman,269155,45,PT Aurora Beauty Indonesia,HQ,Brand Executive,Operations,Product Dev,Commercial,IV,S2,Design,0.0
EMP101622,Joko Lestari Nugroho,285013,60,PT Lumo Cosmetics Asia,Store,Sales Supervisor,Operations,Talent Management,Commercial,V,SMA,Statistics,0.0
EMP101623,Mahendra Baskara Handayani,849954,24,PT VASKA Wellness,Distribution,Sales Supervisor,HR,Sales,Commercial,V,S1,Design,0.0
EMP101624,Yoga Fauziah,947363,48,PT VASKA Wellness,Distribution,HRBP,IT,Sales,Commercial,IV,S1,Statistics,0.0
EMP101625,Rama Siregar,667897,28,PT Aurora Beauty Indonesia,Plant,Supply Planner,Operations,Digital Marketing,Technology,IV,SMA,Design,0.0
EMP101626,Ahmad Purnama,291123,55,PT Lumo Cosmetics Asia,Distribution,Data Analyst,Finance,Digital Marketing,Technology,V,D3,Psychology,0.0
EMP101627,Zahra Ramadhan,758311,84,PT Mandala Distribution Center,Plant,Brand Executive,Operations,Operations,HR & Corp Affairs,V,D3,Statistics,0.0
EMP101628,Arif Lestari Hartanto,411457,74,PT Lumo Cosmetics Asia,HQ,HRBP,HR,Product Dev,Commercial,III,S1,Engineering,0.0
EMP101629,Wulan Indrawan,216296,37,PT Lumo Cosmetics Asia,Store,Data Analyst,IT,Sales,Technology,V,SMA,Economics,0.0
EMP101630,Rendra Firmansyah,509860,34,PT VASKA Wellness,Plant,Finance Officer,IT,Operations,Technology,IV,S1,Psychology,0.0
EMP101631,Ari Halim Suharto,706894,73,PT Lumo Cosmetics Asia,Store,Sales Supervisor,R&D,Digital Marketing,HR & Corp Affairs,V,SMA,Psychology,
EMP101632,Putri Ginting,167042,74,PT Mandala Distribution Center,Plant,Supply Planner,IT,Digital Marketing,HR & Corp Affairs,V,S2,Psychology,1.0
EMP101633,Intan Saputra Rohman,834435,27,PT Lumo Cosmetics Asia,Distribution,HRBP,Finance,Digital Marketing,Technology,V,S2,Statistics,0.0
EMP101634,Maya Hartanto,641047,53,PT VASKA Wellness,HQ,Brand Executive,Marketing,Sales,HR & Corp Affairs,IV,S2,Economics,0.0
EMP101635,Rama Erlangga Ginting,736277,64,PT VASKA Wellness,Store,Sales Supervisor,Finance,Operations,Technology,III,D3,Engineering,0.0
EMP101636,Rizka Aji Putra,176843,32,PT VASKA Wellness,Distribution,Data Analyst,IT,Digital Marketing,HR & Corp Affairs,III,S1,Design,0.0
EMP101637,Joko Maulana,205763,54,PT Aurora Beauty Indonesia,Distribution,Finance Officer,Marketing,Sales,HR & Corp Affairs,III,D3,Business,0.0
EMP101638,Prasetyo Rachman Halim,525156,48,PT Lumo Cosmetics Asia,HQ,Sales Supervisor,Finance,Sales,Technology,V,SMA,Engineering,0.0
EMP101639,Rani Dharma Sinaga,559850,65,PT Aurora Beauty Indonesia,Distribution,HRBP,Operations,Talent Management,Commercial,V,D3,Statistics,
EMP101640,Rendra Zulfikar,175414,54,PT Aurora Beauty Indonesia,Distribution,Sales Supervisor,R&D,Digital Marketing,Commercial,IV,SMA,Economics,0.0
EMP101641,Wahyu Herlambang,675979,46,PT Mandala Distribution Center,HQ,Supply Planner,Marketing,Product Dev,HR & Corp Affairs,III,S2,Statistics,0.0
EMP101642,Rani Iqbal Tamba,966159,28,PT Lumo Cosmetics Asia,HQ,HRBP,IT,Talent Management,HR & Corp Affairs,III,D3,Statistics,0.0
EMP101643,Nurlita Santoso,255062,42,PT Lumo Cosmetics Asia,Store,Supply Planner,Marketing,Product Dev,Technology,III,S1,Business,0.0
EMP101644,Hadi Purnama,349173,33,PT Aurora Beauty Indonesia,Plant,Data Analyst,R&D,Digital Marketing,Commercial,V,S1,Statistics,0.0
EMP101645,Bella Tri Wibowo,436416,57,PT Aurora Beauty Indonesia,Distribution,Finance Officer,HR,Product Dev,HR & Corp Affairs,V,D3,Psychology,0.0
EMP101646,Rizki Utama Permadi,608602,53,PT Aurora Beauty Indonesia,Distribution,Supply Planner,R&D,Operations,Technology,V,S1,Statistics,0.0
EMP101647,Nugroho Erlangga Wijaya,133437,38,PT VASKA Wellness,Store,Brand Executive,Finance,Operations,HR & Corp Affairs,V,D3,Statistics,0.0
EMP101648,Wulan Nabila Pratama,452880,51,PT Lumo Cosmetics Asia,Distribution,HRBP,IT,Operations,HR & Corp Affairs,V,S2,Engineering,0.0
EMP101649,Eko Ginting,497808,42,PT Mandala Distribution Center,Distribution,Data Analyst,Marketing,Operations,Technology,V,SMA,Engineering,0.0
EMP101650,Adit Wibowo,883091,51,PT Lumo Cosmetics Asia,HQ,Data Analyst,Marketing,Sales,Technology,IV,S1,Economics,0.0
EMP101651,Hana Siregar,468124,20,PT Aurora Beauty Indonesia,Distribution,Supply Planner,Marketing,Digital Marketing,Commercial,IV,S1,Engineering,0.0
EMP101652,Ayu Fauziah,338921,31,PT Mandala Distribution Center,Distribution,Brand Executive,Finance,Sales,Commercial,III,D3,Psychology,0.0
EMP101653,Kurnia Lestari Mahendra,843460,11,PT VASKA Wellness,Plant,Data Analyst,Marketing,Talent Management,HR & Corp Affairs,IV,S1,Engineering,0.0
EMP101654,Bayu Pramudita Nugroho,253789,34,PT Mandala Distribution Center,HQ,Data Analyst,HR,Product Dev,HR & Corp Affairs,V,S1,Engineering,
EMP101655,Dimas Zulfikar,555153,29,PT VASKA Wellness,HQ,Sales Supervisor,R&D,Sales,Commercial,IV,SMA,Statistics,
EMP101656,Vania Erlangga Ridwan,450744,63,PT Lumo Cosmetics Asia,Plant,Sales Supervisor,R&D,Operations,HR & Corp Affairs,V,SMA,Economics,0.0
EMP101657,Teguh Syahputra,186165,7,PT Lumo Cosmetics Asia,Distribution,Supply Planner,IT,Talent Management,HR & Corp Affairs,IV,D3,Psychology,0.0
EMP101658,Yoga Halim Wijaya,725845,91,PT Aurora Beauty Indonesia,Distribution,Supply Planner,Marketing,Product Dev,Commercial,V,S1,Statistics,0.0
EMP101659,Iman Putra,970342,84,PT Mandala Distribution Center,Plant,Supply Planner,HR,Product Dev,HR & Corp Affairs,IV,S1,Statistics,0.0
EMP101660,Rizka Yulianto,386516,64,PT Mandala Distribution Center,Plant,HRBP,Operations,Operations,HR & Corp Affairs,IV,S1,Business,0.0
EMP101661,Adit Yulianto,423677,20,PT Lumo Cosmetics Asia,Distribution,Finance Officer,Operations,Operations,Commercial,V,S1,Design,0.0
EMP101662,Oktavia Rachman Wibowo,736082,49,PT Mandala Distribution Center,Store,Supply Planner,IT,Product Dev,Commercial,III,S1,Economics,0.0
EMP101663,Ahmad Lukman,670441,44,PT Lumo Cosmetics Asia,Distribution,Supply Planner,Marketing,Product Dev,HR & Corp Affairs,IV,S1,Engineering,0.0
EMP101664,Oka Dharma Pamungkas,562466,54,PT Mandala Distribution Center,Distribution,Supply Planner,Finance,Operations,HR & Corp Affairs,IV,S1,Design,0.0
EMP101665,Satya Salsabila,757488,48,PT VASKA Wellness,Store,HRBP,Finance,Digital Marketing,Commercial,III,D3,Design,0.0
EMP101666,Zahra Ganesha Hidayat,364099,63,PT Lumo Cosmetics Asia,HQ,HRBP,R&D,Digital Marketing,Technology,IV,SMA,Economics,0.0
EMP101667,Dinda Qolbi Siregar,534505,5,PT Aurora Beauty Indonesia,Store,Brand Executive,Marketing,Talent Management,HR & Corp Affairs,IV,D3,Economics,0.0
EMP101668,Hana Situmorang,131765,62,PT VASKA Wellness,Store,Sales Supervisor,Finance,Product Dev,Commercial,IV,S1,Psychology,0.0
EMP101669,Dimas Rahmawati,249672,41,PT VASKA Wellness,Store,Data Analyst,IT,Talent Management,Technology,IV,SMA,Psychology,0.0
EMP101670,Mahendra Erlangga Lukman,474788,48,PT Aurora Beauty Indonesia,Plant,Finance Officer,Finance,Product Dev,HR & Corp Affairs,IV,SMA,Business,0.0
EMP101671,Fitri Ramadhan,984758,47,PT Mandala Distribution Center,Distribution,Brand Executive,HR,Product Dev,Technology,IV,S2,Statistics,0.0
EMP101672,Iman Hasibuan,160202,52,PT VASKA Wellness,HQ,Data Analyst,Operations,Operations,Commercial,V,S1,Design,0.0
EMP101673,Bayu Salsabila,822625,41,PT Lumo Cosmetics Asia,HQ,Brand Executive,IT,Operations,Technology,III,S1,Business,0.0
EMP101674,Ahmad Lestari,850463,78,PT Lumo Cosmetics Asia,HQ,Sales Supervisor,Marketing,Sales,Commercial,III,D3,Psychology,0.0
EMP101675,Mahendra Indrawan,631789,43,PT Aurora Beauty Indonesia,Store,HRBP,Finance,Digital Marketing,Technology,IV,S2,Design,1.0
EMP101676,Andi Pamungkas,459925,20,PT Lumo Cosmetics Asia,Distribution,Supply Planner,Operations,Talent Management,Commercial,III,S1,Economics,0.0
EMP101677,Sari Baskara Lestari,502497,89,PT Mandala Distribution Center,Plant,Brand Executive,Marketing,Product Dev,HR & Corp Affairs,III,SMA,Statistics,0.0
EMP101678,Arif Indrawan,106582,26,PT VASKA Wellness,Plant,Finance Officer,Operations,Product Dev,Commercial,IV,S1,Economics,0.0
EMP101679,Dinda Rohman,336327,52,PT Aurora Beauty Indonesia,Distribution,Finance Officer,Marketing,Operations,HR & Corp Affairs,IV,S1,Economics,0.0
EMP101680,Zaki Santoso,183740,26,PT Aurora Beauty Indonesia,Plant,Data Analyst,Marketing,Digital Marketing,HR & Corp Affairs,III,S1,Psychology,0.0
EMP101681,Oktavia Fadillah Firmansyah,229543,49,PT Aurora Beauty Indonesia,Store,Finance Officer,Operations,Operations,Commercial,III,SMA,Statistics,0.0
EMP101682,Ayu Adi Putra,303727,72,PT Mandala Distribution Center,HQ,HRBP,IT,Digital Marketing,HR & Corp Affairs,IV,S2,Economics,0.0
EMP101683,Ahmad Firmansyah,418747,27,PT Lumo Cosmetics Asia,Distribution,Finance Officer,Finance,Digital Marketing,HR & Corp Affairs,V,D3,Psychology,0.0
